00401,36119,WESTCHESTE
00501,36103,SUFFOLK
00502,36103,SUFFOLK
00503,36103,SUFFOLK
00504,36103,SUFFOLK
00505,36103,SUFFOLK
00506,36103,SUFFOLK
00507,36103,SUFFOLK
00508,36103,SUFFOLK
00509,36103,SUFFOLK
00510,36103,SUFFOLK
00511,36103,SUFFOLK
00512,36103,SUFFOLK
00513,36103,SUFFOLK
00514,36103,SUFFOLK
00515,36103,SUFFOLK
00516,36103,SUFFOLK
00517,36103,SUFFOLK
00518,36103,SUFFOLK
00519,36103,SUFFOLK
00520,36103,SUFFOLK
00521,36103,SUFFOLK
00522,36103,SUFFOLK
00523,36103,SUFFOLK
00524,36103,SUFFOLK
00525,36103,SUFFOLK
00526,36103,SUFFOLK
00527,36103,SUFFOLK
00528,36103,SUFFOLK
00529,36103,SUFFOLK
00530,36103,SUFFOLK
00531,36103,SUFFOLK
00532,36103,SUFFOLK
00533,36103,SUFFOLK
00534,36103,SUFFOLK
00535,36103,SUFFOLK
00536,36103,SUFFOLK
00537,36103,SUFFOLK
00538,36103,SUFFOLK
00539,36103,SUFFOLK
00540,36103,SUFFOLK
00541,36103,SUFFOLK
00542,36103,SUFFOLK
00543,36103,SUFFOLK
00544,36103,SUFFOLK
00601,72001,ADJUNTAS
00602,72003,AGUADA
00603,72005,AGUADILLA
00604,72005,AGUADILLA
00605,72005,AGUADILLA
00606,72093,MARICAO
00610,72011,ANASCO
00611,72141,UTUADO
00612,72013,ARECIBO
00613,72013,ARECIBO
00614,72013,ARECIBO
00615,72013,ARECIBO
00616,72013,ARECIBO
00617,72017,BARCELONET
00622,72023,CABO_ROJO
00623,72023,CABO_ROJO
00624,72111,PENUELAS
00627,72027,CAMUY
00631,72081,LARES
00636,72125,SAN_GERMAN
00637,72121,SABANA_GRA
00638,72039,CIALES
00641,72141,UTUADO
00646,72051,DORADO
00647,72055,GUANICA
00650,72054,FLORIDA
00652,72013,ARECIBO
00653,72055,GUANICA
00656,72059,GUAYANILLA
00659,72065,HATILLO
00660,72067,HORMIGUERO
00662,72071,ISABELA
00664,72073,JAYUYA
00667,72079,LAJAS
00669,72081,LARES
00670,72011,ANASCO
00674,72091,MANATI
00676,72099,MOCA
00677,72117,RINCON
00678,72115,QUEBRADILL
00680,72097,MAYAGUEZ
00681,72097,MAYAGUEZ
00683,72125,SAN_GERMAN
00685,72131,SAN_SEBAST
00687,72101,MOROVIS
00688,72013,ARECIBO
00690,72005,AGUADILLA
00692,72143,VEGA_ALTA
00693,72143,VEGA_ALTA
00694,72143,VEGA_ALTA
00698,72153,YAUCO
00703,72007,AGUAS_BUEN
00704,72057,GUAYAMA
00705,72009,AIBONITO
00707,72095,MAUNABO
00714,72015,ARROYO
00715,72113,PONCE
00718,72103,NAGUABO
00719,72105,NARANJITO
00720,72107,OROCOVIS
00721,72119,RIO_GRANDE
00723,72109,PATILLAS
00725,72025,CAGUAS
00726,72025,CAGUAS
00729,72029,CANOVANAS
00731,72113,PONCE
00732,72113,PONCE
00733,72113,PONCE
00734,72113,PONCE
00735,72037,CEIBA
00736,72035,CAYEY
00737,72035,CAYEY
00738,72053,FAJARDO
00739,72041,CIDRA
00740,72053,FAJARDO
00741,72069,HUMACAO
00744,72103,NAGUABO
00745,72119,RIO_GRANDE
00751,72123,SALINAS
00754,72129,SAN_LORENZ
00757,72133,SANTA_ISAB
00765,72147,VIEQUES
00766,72149,VILLALBA
00767,72151,YABUCOA
00769,72043,COAMO
00771,72085,LAS_PIEDRA
00772,72087,LOIZA
00773,72089,LUQUILLO
00775,72049,CULEBRA
00777,72077,JUNCOS
00778,72063,GURABO
00780,72113,PONCE
00782,72045,COMERIO
00783,72047,COROZAL
00784,72057,GUAYAMA
00785,72059,GUAYANILLA
00786,72009,AIBONITO
00791,72069,HUMACAO
00792,72069,HUMACAO
00794,72019,BARRANQUIT
00795,72075,JUANA_DIAZ
00801,78030,SAINT_THOM
00802,78030,SAINT_THOM
00803,78030,SAINT_THOM
00804,78030,SAINT_THOM
00820,78010,SAINT_CROI
00821,78010,SAINT_CROI
00822,78010,SAINT_CROI
00823,78010,SAINT_CROI
00824,78010,SAINT_CROI
00830,78020,SAINT_JOHN
00831,78020,SAINT_JOHN
00840,78010,SAINT_CROI
00841,78010,SAINT_CROI
00842,78010,SAINT_CROI
00843,78010,SAINT_CROI
00844,78010,SAINT_CROI
00845,78010,SAINT_CROI
00846,78010,SAINT_CROI
00847,78010,SAINT_CROI
00848,78010,SAINT_CROI
00849,78010,SAINT_CROI
00850,78010,SAINT_CROI
00851,78010,SAINT_CROI
00901,72127,SAN_JUAN
00902,72127,SAN_JUAN
00903,72127,SAN_JUAN
00904,72127,SAN_JUAN
00905,72127,SAN_JUAN
00906,72127,SAN_JUAN
00907,72127,SAN_JUAN
00908,72127,SAN_JUAN
00909,72127,SAN_JUAN
00910,72127,SAN_JUAN
00911,72127,SAN_JUAN
00912,72127,SAN_JUAN
00913,72127,SAN_JUAN
00914,72127,SAN_JUAN
00915,72127,SAN_JUAN
00916,72127,SAN_JUAN
00917,72127,SAN_JUAN
00918,72127,SAN_JUAN
00919,72127,SAN_JUAN
00920,72127,SAN_JUAN
00921,72127,SAN_JUAN
00922,72127,SAN_JUAN
00923,72127,SAN_JUAN
00924,72127,SAN_JUAN
00925,72127,SAN_JUAN
00926,72127,SAN_JUAN
00927,72127,SAN_JUAN
00928,72127,SAN_JUAN
00929,72127,SAN_JUAN
00930,72127,SAN_JUAN
00931,72127,SAN_JUAN
00932,72127,SAN_JUAN
00933,72127,SAN_JUAN
00934,72021,BAYAMON
00935,72127,SAN_JUAN
00936,72127,SAN_JUAN
00937,72127,SAN_JUAN
00938,72127,SAN_JUAN
00939,72127,SAN_JUAN
00940,72127,SAN_JUAN
00949,72137,TOA_BAJA
00950,72137,TOA_BAJA
00951,72137,TOA_BAJA
00952,72137,TOA_BAJA
00953,72135,TOA_ALTA
00954,72135,TOA_ALTA
00956,72021,BAYAMON
00957,72021,BAYAMON
00958,72021,BAYAMON
00959,72021,BAYAMON
00960,72021,BAYAMON
00961,72021,BAYAMON
00962,72033,CATANO
00963,72033,CATANO
00964,72127,SAN_JUAN
00965,72061,GUAYNABO
00966,72061,GUAYNABO
00968,72127,SAN_JUAN
00969,72061,GUAYNABO
00970,72061,GUAYNABO
00971,72061,GUAYNABO
00975,72127,SAN_JUAN
00976,72139,TRUJILLO_A
00977,72139,TRUJILLO_A
00978,72139,TRUJILLO_A
00979,72127,SAN_JUAN
00980,72127,SAN_JUAN
00981,72127,SAN_JUAN
00982,72127,SAN_JUAN
00983,72031,CAROLINA
00984,72031,CAROLINA
00985,72031,CAROLINA
00986,72031,CAROLINA
00987,72031,CAROLINA
00988,72031,CAROLINA
01001,25013,HAMPDEN
01002,25015,HAMPSHIRE
01003,25015,HAMPSHIRE
01004,25015,HAMPSHIRE
01005,25027,WORCESTER
01007,25015,HAMPSHIRE
01008,25013,HAMPDEN
01009,25013,HAMPDEN
01010,25013,HAMPDEN
01011,25013,HAMPDEN
01012,25015,HAMPSHIRE
01013,25013,HAMPDEN
01014,25013,HAMPDEN
01015,25013,HAMPDEN
01016,25013,HAMPDEN
01017,25013,HAMPDEN
01018,25013,HAMPDEN
01019,25013,HAMPDEN
01020,25013,HAMPDEN
01021,25013,HAMPDEN
01022,25013,HAMPDEN
01026,25015,HAMPSHIRE
01027,25015,HAMPSHIRE
01028,25013,HAMPDEN
01029,25003,BERKSHIRE
01030,25013,HAMPDEN
01031,25027,WORCESTER
01032,25015,HAMPSHIRE
01033,25015,HAMPSHIRE
01034,25013,HAMPDEN
01035,25015,HAMPSHIRE
01036,25013,HAMPDEN
01037,25027,WORCESTER
01038,25015,HAMPSHIRE
01039,25015,HAMPSHIRE
01040,25013,HAMPDEN
01041,25013,HAMPDEN
01050,25015,HAMPSHIRE
01051,25015,HAMPSHIRE
01052,25015,HAMPSHIRE
01053,25015,HAMPSHIRE
01054,25011,FRANKLIN
01056,25013,HAMPDEN
01057,25013,HAMPDEN
01059,25015,HAMPSHIRE
01060,25015,HAMPSHIRE
01061,25015,HAMPSHIRE
01062,25015,HAMPSHIRE
01063,25015,HAMPSHIRE
01064,25015,HAMPSHIRE
01065,25015,HAMPSHIRE
01066,25015,HAMPSHIRE
01068,25027,WORCESTER
01069,25013,HAMPDEN
01070,25015,HAMPSHIRE
01071,25013,HAMPDEN
01072,25011,FRANKLIN
01073,25015,HAMPSHIRE
01074,25027,WORCESTER
01075,25015,HAMPSHIRE
01077,25013,HAMPDEN
01078,25013,HAMPDEN
01079,25013,HAMPDEN
01080,25013,HAMPDEN
01081,25013,HAMPDEN
01082,25015,HAMPSHIRE
01083,25027,WORCESTER
01084,25015,HAMPSHIRE
01085,25013,HAMPDEN
01086,25013,HAMPDEN
01088,25015,HAMPSHIRE
01089,25013,HAMPDEN
01090,25013,HAMPDEN
01092,25027,WORCESTER
01093,25011,FRANKLIN
01094,25027,WORCESTER
01095,25013,HAMPDEN
01096,25015,HAMPSHIRE
01097,25013,HAMPDEN
01098,25015,HAMPSHIRE
01101,25013,HAMPDEN
01102,25013,HAMPDEN
01103,25013,HAMPDEN
01104,25013,HAMPDEN
01105,25013,HAMPDEN
01106,25013,HAMPDEN
01107,25013,HAMPDEN
01108,25013,HAMPDEN
01109,25013,HAMPDEN
01110,25013,HAMPDEN
01111,25013,HAMPDEN
01112,25013,HAMPDEN
01113,25013,HAMPDEN
01114,25013,HAMPDEN
01115,25013,HAMPDEN
01116,25013,HAMPDEN
01117,25013,HAMPDEN
01118,25013,HAMPDEN
01119,25013,HAMPDEN
